Annali dell’Istituto universitario orientale di Napoli. Dipartimento di studi del mondo classico e del Mediterraneo antico. Sezione filologicoletteraria,AIONFil
Annali dell’Istituto universitario orientale di Napoli. Dipartimento di studi del mondo classico e del Mediterraneo antico. Sezione linguistica,AIONLing
Annali dell’Università di Lecce. Facoltà di lettere e filosofia e di magistero,AnnLecce
Annali Zavoda za povijesne znanosti Istraživačkog centra Jugoslavenske akademije znanosti i umjetnosti u Dubrovniku,AnDubr
Annali. Associazione nomentana di storia e archeologia,AnnNoment
Annali. Istituto italiano di numismatica,AnnIstItNum
"Annali. Rivista del Dipartimento di studi asiatici e del Dipartimento di studi e ricerche su Africa e paesi arabi, Istituto universitario orientale di Napoli",AnnOrNap
Annali. Sezione di archeologia e storia antica. Istituto universitario orientale di Napoli. Dipartimento di studi del mondo classico e del Mediterraneo antico,AnnAStorAnt
L’année épigraphique,AE
L’année philologique,APh
Annotazioni numismatiche,AnnotNum
Annuaire de l’Institut de philologie et d’histoire orientales et slaves (Université Libre de Bruxelles),AIPhOr
Annual Byzantine Studies Conference. Abstracts of Papers,AnnByzConf
Annual Egyptological Bibliography,AnnEgBibl
The Annual of Leeds University Oriental Society,AnnLeedsUnOrSoc
The Annual of the American Schools of Oriental Research,AASOR
The Annual of the British School at Athens,BSA
Annual of the Department of Antiquities of Jordan,AAJ
Annual Report of Council. British School of Archaeology at Athens,AnnRepBSA
"Annual Report of the Department of Antiquities, Republic of Cyprus",AnnRepCypr
The Annual Report of the Fogg Art Museum,AnnRepFoggArtMus
Annual Report. The Society for Libyan Studies,RepSocLibSt
Annual (Report). Worcester Art Museum,AnnWorcArtMus
Annuario bibliografico di archeologia. Modena,AnnBiblAModena
"Annuario bibliografico di archeologia. Nuove accessioni del ... . Biblioteca dell’Istituto nazionale di archeologia e storia dell’arte, Roma",AnnBiblARom
Annuario della Accademia delle scienze di Torino,AnnAcTorino
Annuario della Accademia nazionale dei Lincei,AnnuarioAcLinc
Annuario della Pontificia accademia romana di archeologia,AnnPontAcRom
Annuario della Scuola archeologica di Atene e delle missioni italiane in Oriente,ASAtene
Annuario. Accademia etrusca di Cortona,AnnAcEtr
Annuario. Istituto giapponese di cultura in Roma,AnnIstGiapp
"Annuario. Liceo-ginnasio statale G. Palmieri, Lecce",AnnuarioLecce
Anodos. Studies of Ancient World,Anodos
Der Anschnitt. Mitteilungsblatt der Vereinigung der Freunde von Kunst und Kultur im Bergbau,Anschnitt
Antaeus. Communicationes ex Instituto archaeologico Academiae scientiarum hungaricae,Antaeus
Ανθρωπολογικά και Αρχαιολογικά Χρονικά,AnthrAChron
Άνθρωπος. Όργανο της Ανθρωπολογικής Εταιρείας Ελλάδος,Anthropos
Antichità pisane,AntPisa
Antichthon. Journal of the Australian Society for Classical Studies,Antichthon
Antigüedad y cristianismo. Monografías históricas sobre la antigüedad tardía,AntigCr
Antike Denkmäler,AD
Antike Gemmen in deutschen Sammlungen,AGD
Antike Kunst,AntK
Antike Münzen und geschnittene Steine,AMuGS
Antike Plastik,AntPl
Antike und Abendland,AuA
Antike und Christentum,AntChr
Antike Welt. Zeitschrift für Archäologie und Kulturgeschichte,AW
Die antiken Sarkophagreliefs,ASR
Antipolis. A Journal of Mediterranean Archaeology,Antipolis
Antiqua. Rivista dell’Archeoclub d’Italia,Antiqua
The Antiquaries Journal,AntJ
L’antiquité classique,AntCl
Antiquité tardive. Revue internationale d’histoire et d’archéologie,AntTard
Antiquités africaines,AntAfr
Antiquités nationales. Saint-Germain-en-Laye,AntNat
Antiquity and Survival,AntSurv
Antiquity. A Quarterly Review of Archaeology,Antiquity
Anuario arqueológico de Andalucía,AnArqAnd
Anzeiger für die Altertumswissenschaft,AnzAW
"Anzeiger. Österreichische Akademie der Wissenschaften, Philosophisch-Historische Klasse",AnzWien
Apollo. Bolletino dei musei provinciali del Salernitano,Apollo
Apollo. The International Magazine of the Arts,ApolloLond
"Appunti romani di filologia. Studi e comunicazioni di filologia, linguistica e letteratura greca e latina",AppRomFil
Apulum. Acta Musei Apulensis,Apulum
Aquila legionis. Cuadernos des estudios sobre el ejército romano,AquiLeg
Aquileia nostra. Bollettino dell’Associazione nazionale per Aquileia,AquilNost
Aquitania. Une revue inter-régionale d’archéologie,Aquitania
Arabian Archaeology and Epigraphy,ArabAEpigr
Araştırma Sonuçları Toplantısı,AST
Arbeits- und Forschungsberichte zur sächsischen Bodendenkmalpflege,ArbFBerSächs
Archäographie. Archäologie und elektronische Datenverarbeitung,Archäographie
Archaeologia Austriaca,AAustr
Archaeologia Bulgarica,ABulg
Archaeologia Cantiana,ACant
Archaeologia geographica,AGeo
Archaeologia Homerica,ArchHom
Archaeologia Jugoslavica,AJug
"Archaeologia medievale. Cultura materiale, insediamenti, territorio",AMediev
Archaeologia Mosellana,AMosel
Archaeologia or Miscellaneous Tracts Relating to Antiquity Published by the Society of Antiquaries of London,Archaeologia
Archaeologia Polona,APol
Archaeologiai értesitő,AErt
The Archaeological Advertiser,AAdv
Archaeological and Historical Studies. The Archaeological Society of Alexandria,AHistStAlex
Archaeological News,ANews
The Archaeological News Letter,ANL
Archaeological Reports,ARepLond
Archäologie der Schweiz. Mitteilungsblatt der Schweizerischen Gesellschaft für Ur- und Frühgeschichte,ASchw
Archäologie des Kantons Solothurn,ASoloth
Archäologie in Deutschland,AiD
Archäologie in Sachsen-Anhalt,ASachs
Archäologie und Naturwissenschaften,ANaturwiss
Archäologische Ausgrabungen in Baden-Württemberg,AAusgrBadWürt
Archäologische Berichte aus dem Yemen,ABADY
Archäologische Forschungen,AF
Archäologische Informationen. Mitteilungen zur Ur- und Frühgeschichte,AInf
Das archäologische Jahr in Bayern,AJahrBay
Archäologische Mitteilungen aus Iran,AMI
Archäologische Mitteilungen aus Iran und Turan,AMIT
Archäologische Nachrichten aus Baden,ANachrBad
Archäologische Sammlung der Universität Zürich,ASammlUnZürch
"Archäologische Veröffentlichungen. Deutsches Archäologisches Institut, Abteilung Kairo",AV
Archäologische Zeitung,AZ
Archäologischer Anzeiger,AA
Archäologisches Korrespondenzblatt,AKorrBl
Archäologisches Nachrichtenblatt,ANachr
Archaeology. A Magazine Dealing with the Antiquity of the World,Archaeology
"Archaeometry. Bulletin of the Research Laboratory for Archaeology and History of Art, Oxford University",Archaeometry
Αρχαιογνωσία,Archaiognosia
Αρχαιολογικά Ανάλεκτα εξ Αθηνών,AAA
Αρχαιολογική Eφημερίς,AEphem
Το Αρχαιολογικό Έργο στη Μακεδονία και Θράκη,AErgoMak
Αρχαιολογικόν Δελτίον Μελέτες,ADelt A
Αρχαιολογικόν Δελτίον Χρονικά,ADelt B
Αρχείον Ευβοϊκών Μελετών,ArchEubMel
Αρχείον των Βυζαντινών Μνημείων της Ελλάδος,ArchByzMnem
Archeo. Attualità del passato,Archeo
Archeografo triestino,ArcheogrTriest
Archeologia classica,ArchCl
Archeologia Corsa,ACors
Archeologia dell’architettura,AArchit
Archeologia dell’Emilia-Romagna,AEmil
"Archeologia delle acque. Rivista semestrale di antropologia, archeologia, etnografia, storia dell’acqua",AAcque
Archeologia delle Alpi,AAlpi
Archeologia e calcolatori,ACalc
Archeologia e società,ASoc
Archeologia in Campania. Bolletino di informazioni a cura della Soprintendenza archeologica delle province di Napoli e Caserta,ACamp
"Archeologia subacquea. Studi, ricerche e documenti",ASubacq
Archeologia veneta,AVen
Archeologia viva,AViva
"Archeologia, Paris. L’archéologie dans le monde et tout ce qui concerne les recherches historiques, artistiques et scientifiques sur terre et dans les mers",ArcheologiaParis
"Archeologia, uomo, territorio. Rivista dei Gruppi archeologici Nord Italia",AUTerr
Archeologia. Rivista bimestrale. Roma,ArcheologiaRoma
"Archeologia. Rocznik Instytutu archeologii i etnologii, Polskiej akademii nauk",ArcheologiaWarsz
Archeologičeskie otkrytija,AOtkryt
Archeologičeskij sbornik. Gosudarstvennyj ordena Lenina Ermitaž,ASbor
Archeologické rozhledy,ARozhl
Archeologični pamjatki URSR,APamKiiv
Archéologie du Nil moyen,ANilMoy
Archéologie en Bretagne. Bulletin d’information,ABret
Archeologija. Nacional’na akademija nauk Ukraini. Institut archeologii,ArcheologijaKiiv
Archeologija. Organ na Archeologičeskija institut i muzej (pri Bălgarskata akademii nauk),ArcheologijaSof
L’archeologo subacqueo. Quadrimestrale di archeologia subacquea e navale,ASub
Architectura. Zeitschrift für Geschichte der Baukunst,Architectura
Archiv für Begriffsgeschichte,ArchBegriffsGesch
Archiv für Orientforschung,AfO
Archiv für Papyrusforschung und verwandte Gebiete,ArchPF
Archiv für Religionsgeschichte,ArchRel
Archív orientální. Quarterly Journal of African and Asian Studies,ArOr
"Archív orientální. Quarterly Journal of African, Asian and Latin American Studies. Monografie Archívu orientálního",ArOrMono
"Archív orientální. Quarterly Journal of African, Asian and Latin American Studies. Supplementa",ArOrSuppl
Archivi. Archivi d’Italia e rassegna internazionale degli archivi,Archivi
Archivio della Società romana di storia patria,ArchStorRom
Archivio storico per la Calabria e la Lucania,ArchStorCal
Archivio storico per la Sicilia orientale,ArchStorSicOr
Archivio storico pugliese,ArchStorPugl
Archivio storico siracusano,ArchStorSir
Archivo de prehistoria levantina,ArchPrehistLev
Archivo español de arqueología,AEspA
Arctos. Acta philologica Fennica,Arctos
"Argo. Časopis slovenskih muzejev, Narodni Muzej Slovenije",Argo
Arheologia Moldovei,AMold
Arheološki pregled. Arheološko društvo Jugoslavije,APregl
Arheološki radovi i rasprave,ARadRaspr
Arheološki vestnik (Ljubljana),AVes
Arkeoloji dergisi. Ege Üniversitesi Edebiyat Fakültesi,ADerg
Arqueologia e história,AHist
O arqueólogo português,APort
"Arquivo de Beja. Boletim, estudos, arquivo",ArquivoBeja
Ars Georgica,ArsGeorg
Arse. Boletín del Centro arqueológico saguntino,Arse
The Art Bulletin,ArtB
Art et archéologie en Rhône-Alpes,ArtARhône
Art Journal,ArtJ
Arte antica e moderna,ArtAntMod
Arte lombarda,ArtLomb
Arte medievale,ArtMediev
Artibus Asiae,ArtAs
Arts in Virginia,ArtVirg
Asia Minor Studien,AMS
Assaph. Studies in Art History,Assaph
The Assyrian Dictionary of the Oriental Institute of the University of Chicago,CAD
Assyriological Miscellanies,AssyrMisc
Atene e Roma,AeR
Athenaeum. Studi di letteratura e storia dell’antichità,Athenaeum
The Athenian Agora,Agora
‘Atiqot. Journal of the Israel Department of Antiquities,Atiqot
‘Atiqot. Journal of the Israel Department of Antiquities. Hebrew Series,AtiqotHeb
Atlal. The Journal of Saudi Arabian Archaeology,Atlal
Atti de la Accademia delle scienze dell’Istituto di Bologna. Memorie,MemBologna
Atti dei Civici musei di storia ed arte di Trieste,AttiMusTrieste
Atti della Accademia delle scienze dell’Istituto di Bologna. Rendiconti,RendBologna
"Atti della Accademia delle scienze di Torino, 2. Classe di scienze morali, storiche e filologiche",AttiAcTorino
"Atti della Accademia di scienze, lettere e arti di Palermo. Lettere",AttiPalermo
Atti della Accademia pontaniana,AttiAcPontan
"Atti della Accademia Roveretana degli Agiati. Contributi della classe di scienze umane, di lettere ed arti",AttiAcRov
Atti della Pontificia accademia romana di archeologia. Memorie,MemPontAc
Atti della Società per la preistoria e protostoria della regione Friuli – Venezia Giulia,AttiSocFriuli
"Atti dell’Accademia nazionale dei Lincei, Classe di scienze morali, storiche e filologiche. Memorie",MemLinc
Atti e memorie della Società dalmata di storia patria,AttiMemDal
Atti e memorie della Società istriana di archeologia e storia patria,AttiMemIstria
Atti e memorie della Società Magna Grecia,AttiMemMagnaGr
Atti e memorie della Società tiburtina di storia e d’arte,AttiMemTivoli
Atti e memorie dell’Academia toscana di scienze e lettere »La Columbaria«,AttiMemFirenze
Atti e memorie. Deputazione di storia patria per le antiche provincie modenesi,AttiMemModena
Atti e memorie. Deputazione di storia patria per le province di Romagna,AttiMemBologna
"Atti. Centro di ricerche storiche, Rovigno",AttiRovigno
Atti. Centro ricerche e documentazione sull’antichità classica,AttiCAntCl
Atti. Centro studi e documentazione sull’Italia romana,AttiCItRom
"Atti. Istituto veneto di scienze, lettere ed arti",AttiVenezia
Aufstieg und Niedergang der römischen Welt,ANRW
Aula orientalis. Revista de estudios del Próximo Oriente antiguo,AulaOr
Ausgrabungen der Deutschen Forschungsgemeinschaft in Uruk-Warka,ADFU
Ausgrabungen in Alt-Paphos auf Cypern,Alt-Paphos
Ausgrabungen in Uruk-Warka. Endberichte,AUWE
Ausgrabungen und Funde in Westfalen-Lippe,AusgrFuWestf
Ausgrabungen und Funde. Nachrichtenblatt der Landesarchäologie,AusgrFu
Ayasofia Müzesi yıllığı. Annual of Ayasofya Museum,AyasofyaMüzYıl
Azotea. Revista de cultura del Ayuntamiento de Coria del Río,Azotea
Baalbek. Ergebnisse der Ausgrabungen und Untersuchungen in den Jahren 1898 bis 1905,Baalbek
Badische Fundberichte,BadFuBer
"Baetica. Estudios de arte, geografía e historia",Baetica
Baghdader Forschungen,BaF
Baghdader Mitteilungen,BaM
Balácai közlemények,BalacaiKöz
Balkan Studies,BalkSt
Bayerische Akademie der Wissenschaften. Jahrbuch,JbMünch
Bayerische Akademie der Wissenschaften. Philosophisch-Historische Klasse. Abhandlungen,AbhMünchen
Bayerische Akademie der Wissenschaften. Philosophisch-Historische Klasse. Sitzungsberichte,SBMünchen
Bayerische Vorgeschichtsblätter,BayVgBl
"Beazley Addenda2: Carpenter, T. H. (Hrsg.), Beazley Addenda 2(Oxford 1989)",Beazley Addenda2
"Beazley, J. D., Attic Black-figure Vase-painters (Oxford 1956)",ABV
"Beazley, J. D., Attic Red-figure Vase-painters 2(Oxford 1963)",ARV2
"Beazley, J. D., Etruscan Vase Painting (Oxford 1947)",EVP
"Beazley, J. D., Paralipomena. Additions to Attic Black-figure Vase-painters and to Attic Red-figure Vase-painters 2(Oxford 1971)","Beazley, Para."
Bedi Kartlisa. Revue de kartvélologie,BediKart
Beiträge zum römischen Oberwinterthur – Vitudurum. Ausgrabungen im Unteren Bühl,Vitudurum
Beiträge zur Allgemeinen und Vergleichenden Archäologie,BAVA
Beiträge zur Erschließung hellenistischer und kaiserzeitlicher Skulptur und Architektur,BeitrESkAr
Beiträge zur Namenforschung,BeitrNamF
Beiträge zur Sudanforschung,BeitrSudanF
Bellas artes (Madrid),BelArt
Belleten. Türk Tarih Kurumu,Belleten
Benàcus. Museo archeologico della Val Tenesi,Benàcus
Beni culturali e ambientali. Sicilia,BCASic
Bericht der Bayerischen Bodendenkmalpflege,BerBayDenkmPfl
Bericht der Deutschen Forschungsgemeinschaft,BerDFG
Bericht der Römisch-Germanischen Kommission,BerRGK
Bericht über die Ausgrabungen in Olympia,OlBer
Berichte über die Verhandlungen der Sächsischen Akademie der Wissenschaften zu Leipzig,BerVerhLeipz
Berichten van de Rijksdienst voor het oudheidkundig bodemonderzoek,BerOudhBod
Berliner Beiträge zur Archäometrie,BerlBeitrArchäom
Berliner Blätter für Vor- und Frühgeschichte,BerlBlVFrühGesch
Berliner Jahrbuch für Vor- und Frühgeschichte,BerlJbVFrühGesch
Berliner Museen,BerlMus
Berliner numismatische Zeitschrift,BerlNumZ
Berytus. Archaeological Studies,Berytus
The Biblical Archaeologist. The American School of Oriental Research New Haven,BibAr
"Bibliographie zur Symbolik, Ikonographie und Mythologie. Internationales Referateorgan",BiblSymb
Bibliotheca classica orientalis,BiblClOr
Bibliotheca orientalis,BiOr
"Bibliothèque d’études coptes, Institut français d’archéologie orientale, Kairo",BdEC
"Bibliothèque d’études, Institut français d’archéologie orientale, Kairo",BdE
Bibliothèque des Écoles françaises d’Athènes et de Rome,BEFAR
Biblische Zeitschrift,BZ
Biogradski zbornik,BiogrZbor
Blätter für Münzfreunde und Münzforschung,BlMüFreundeF
Boğazköy-Hattuša. Ergebnisse der Ausgrabungen,Boğazköy-Hattuša
Boletín auriense,BAur
Boletín de la Asociación española de orientalistas,BEspOr
Boletín de la Comisión provincial de monumentos históricos y artísticos de Lugo,BLugo
Boletín de la Institución »Sancho el Sabio«,BVitoria
Boletín de la Real academia de la historia,BAcRHist
Boletín del Instituto de estudios giennenses,BJaén
"Boletín del Museo arqueológico nacional, Madrid",BMusMadr
Boletín del Museo de Cádiz,BMusCadiz
Boletín del Museo provincial de bellas artes,BMusPBelArt
"Boletín del Seminario de estudios de arte y arqueología, Universidad de Valladolid",BSAA
Boletín. Asociación española de amigos de la arqueología,BAsEspA
Bollettino annuale. Musei ferraresi,BAnnMusFerr
Bollettino d’arte,BdA
Bollettino dei classici,BCl
Bollettino dei Musei comunali di Roma,BMusRom
Bollettino del Centro di studi per la storia dell’architettura,BArchit
Bollettino del Circolo numismatico napoletano,BCircNumNap
Bollettino del Museo civico di Padova,BMusPadova
Bollettino della Società piemontese di archeologia e belle arti,BTorino
Bollettino della Unione storia ed arte,BStorArt
Bollettino dell’Associazione Iasos di Caria,BIasos
Bollettino dell’Istituto centrale del restauro,BRest
"Bollettino dell’Istituto di filologia greca, Università di Padova",BFilGrPadova
Bollettino dell’Istituto di storia e di arte del Lazio meridionale,BLazioMerid
Bollettino dell’Istituto storico artistico orvietano,BIstOrvieto
Bollettino di archeologia,BA
Bollettino di archeologia subacquea,BASub
Bollettino di informazioni del Centro di studi e documentazione sull’area elima,BInfCESDAE
Bollettino di informazioni. Associazione archeologica Centumcellae,BInfCentumcellae
Bollettino di numismatica,BNumRoma
Bollettino di studi e ricerche. Biblioteca comunale di Bolsena,BBolsena
Bollettino di studi latini,BStLat
"Bollettino flegreo. Rivista di storia, arte e scienze",BFlegr
Bollettino storico della Basilicata,BBasil
Bollettino storico della città di Foligno,BFoligno
Bollettino. Centro di studi filologici e linguistici siciliani,BFilLingSic
"Bollettino. Monumenti, musei e gallerie pontificie",BMonMusPont
"Bolskan. Revista de arqueología del Instituto de estudios Altoaragoneses, revista de arqueología Oscense",Bolskan
Bonner Hefte zur Vorgeschichte,BonnHVg
Bonner Jahrbücher des Rheinischen Landesmuseums in Bonn,BJb
Boreas. Münstersche Beiträge zur Archäologie,Boreas
Boreas. Uppsala Studies in Ancient Mediterranean and Near Eastern Civilization,BoreasUpps
"Borger, R., Handbuch der Keilschriftliteratur (Berlin 1967–1975)",HKL
Bracara Augusta. Revista cultural da Câmara municipal de Braga,BracaraAugusta
Bremer archäologische Blätter,BremABl
Brigantium. Museo arqueolóxico e histórico,Brigantium
British Archaeological Reports. British Series,BAR
British Archaeological Reports. International Series,BARIntSer
"British Museum, Coins, Greek: Catalogue of the Greek Coins in the British Museum",BMC Greek Coins
"British Museum, Coins, Oriental: Catalogue of Oriental Coins in the British Museum I–X",BMCOR
"British Museum, Coins, Roman Empire: Mattingly, H. (u. a.), Coins of the Roman Empire in the British Museum (London 1923–1950; 21975)",BMCRE
"British Museum, Coins, Roman Imperial: Mattingly, H. – Sydenham, E. A., The Roman Imperial Coinage",RIC
"British Museum, Coins, Roman Republic: Grueber, H. A., Coins of the Roman Republic in the British Museum I–III (London 1910)",BMCRR I–III
The British Museum Quarterly,BMQ
The British Museum Quarterly. News Supplement,BMQNSuppl
The British Museum Yearbook,BrMusYearbook
Budapest régiségei,BudReg
Buletinul Societăţii numismatice române,BSocNumRom
Bulletin (annuel) de l’École antique de Nîmes,BEcAntNîmes
Bulletin antieke beschaving. Annual Papers on Classical Archaeology,BABesch
Bulletin archéologique de Provence,BAProv
Bulletin archéologique du Comité des travaux historiques et scientifiques. Antiquités nationales,BAParis
Bulletin d’archéologie algérienne,BAAlger
Bulletin d’archéologie luxembourgeoise,BALux
Bulletin d’archéologie marocaine,BAMaroc
Bulletin d’archéologie sud-est européenne,BASudEstEur
Bulletin d’études orientales,BEtOr
Bulletin d’études préhistoriques alpines,BPréhistAlp
Bulletin d’information de l’Association internationale pour l’étude de la mosaïque antique,BAssMosAnt
Bulletin d’information de l’Association internationale pour l’étude de la mosaïque antique,BCord
Bulletin de correspondance hellénique,BCH
Bulletin de la Société archéologique champenoise,BSocAChamp
Bulletin de la Société d’archéologie copte,BACopt
Bulletin de la Société française d’égyptologie,BSFE
Bulletin de la Société française de numismatique,BNumParis
Bulletin de la Société nationale des antiquaires de France,BAntFr
Bulletin de l’Association Guillaume Budé,BAssBudé
Bulletin de l’Association Pro Aventico,BProAvent
Bulletin de liaison de la Société des amis de la Bibliothèque Salomon Reinach,BSocBiblReinach
Bulletin de liaison. Centre d’études des peintures murales romaines,BPeintRom
Bulletin de l’Institut français d’archéologie orientale,BIFAO
Bulletin de l’Institut historique belge de Rome,BBelgRom
Bulletin des antiquités luxembourgeoises,BAntLux
"Bulletin des Musées royaux d’art et d’histoire, Bruxelles",BMusBrux
Bulletin des travaux de l’Institut national du patrimoine. Comptes rendus,BTravTun
"Bulletin du Centre de recherches et d’enseignement de l’antiquité, Angers",BAngers
Bulletin du Centre international d’étude des textiles anciens,BTextilAnc
Bulletin du Cercle d’études numismatiques,BCercleNum
Bulletin du laboratoire du Musée du Louvre,BLaborMusLouvre
Bulletin du Musée d’anthropologie préhistorique de Monaco,BMusMonaco
Bulletin du Musée de Beyrouth,BMusBeyrouth
Bulletin du Musée hongrois des beaux-arts,BMusHongr
Bulletin du Musée national de Varsovie,BMusVars
Bulletin monumental,BMon
Bulletin of British Byzantine Studies,BBrByzSt
Bulletin of the American Schools of Oriental Research,BASOR
The Bulletin of the American Society of Papyrologists,BAmSocP
Bulletin of the Ancient Orient Museum (Tokyo),BAncOrMus
